ticker,quarter,entry_score_0_100,post_llm_demote_flag,post_llm_demote_severity,post_llm_demote_reason_code,post_llm_demote_overrideable,right_tail_evidence_score,right_tail_queue_type,right_tail_recommended_action,right_tail_reason_codes,right_tail_score_parts,right_tail_score_input_columns,market_repricing_score,repricing_momentum_priority,repricing_momentum_extension,primary_theme,theme_role,theme_tailwind_score,why_demoted,why_still_interesting
SYM,2023Q3,61,1,unknown,,,22.000000,demote_review,unknown_demote_needs_human_review,market_repricing_score_gte_10;market_repricing_score_gte_14;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""market_repricing_score_gte_14"": 10, ""risk_penalty_score_gte_10"": -10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,14,,,,,0,,market_repricing_score_gte_10;market_repricing_score_gte_14;rm_buy_review_flag
TROX,2026Q1,53,1,unknown,,,22.000000,demote_review,unknown_demote_needs_human_review,market_repricing_score_gte_10;market_repricing_score_gte_14;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""market_repricing_score_gte_14"": 10, ""risk_penalty_score_gte_10"": -10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,14,,Repricing momentum extension,,,0,,market_repricing_score_gte_10;market_repricing_score_gte_14;rm_buy_review_flag
TTD,2023Q4,55,1,unknown,,,22.000000,demote_review,unknown_demote_needs_human_review,hp_LLM_best;hp_signal_count_gt_0,"{""hp_LLM_best"": 12, ""hp_signal_count_gt_0"": 10}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,0,,,,,0,,hp_LLM_best;hp_signal_count_gt_0
UPST,2023Q3,21,1,unknown,,,22.000000,demote_review,unknown_demote_needs_human_review,market_repricing_score_gte_10;market_repricing_score_gte_14;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""market_repricing_score_gte_14"": 10, ""risk_penalty_score_gte_10"": -10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,14,,,,,0,,market_repricing_score_gte_10;market_repricing_score_gte_14;rm_buy_review_flag
VYGR,2022Q2,47,1,unknown,,,22.000000,demote_review,unknown_demote_needs_human_review,market_repricing_score_gte_10;market_repricing_score_gte_14;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""market_repricing_score_gte_14"": 10, ""risk_penalty_score_gte_10"": -10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,15,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;market_repricing_score_gte_14;rm_buy_review_flag
AAOI,2023Q2,20,1,unknown,,,12.000000,demote_review,unknown_demote_needs_human_review,primary_theme;rm_buy_review_flag,"{""primary_theme"": 10, ""risk_penalty_score_gte_10"": -10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,0,,,CATV inventory digestion,customer_exposure,0,,primary_theme;rm_buy_review_flag
ACVA,2023Q1,23,1,unknown,,,12.000000,demote_review,unknown_demote_needs_human_review,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""risk_penalty_score_gte_10"": -10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
ADTN,2025Q1,39,1,unknown,,,12.000000,demote_review,unknown_demote_needs_human_review,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""risk_penalty_score_gte_10"": -10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,11,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
AI,2022Q4,27,1,unknown,,,12.000000,demote_review,unknown_demote_needs_human_review,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,0,,,,,0,,rm_buy_review_flag
AIOT,2024Q3,60,1,unknown,,,12.000000,demote_review,unknown_demote_needs_human_review,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""risk_penalty_score_gte_10"": -10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,11,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
ALTG,2025Q3,38,1,unknown,,,12.000000,demote_review,unknown_demote_needs_human_review,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""risk_penalty_score_gte_10"": -10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
AMC,2024Q3,29,1,unknown,,,12.000000,demote_review,unknown_demote_needs_human_review,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""risk_penalty_score_gte_10"": -10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,Repricing momentum priority,Repricing momentum extension,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
APPN,2024Q4,66,1,unknown,,,12.000000,demote_review,unknown_demote_needs_human_review,hp_LLM_best;hp_signal_count_gt_0,"{""hp_LLM_best"": 12, ""hp_signal_count_gt_0"": 10, ""risk_penalty_score_gte_10"": -10}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,6,,,,,0,,hp_LLM_best;hp_signal_count_gt_0
BE,2025Q3,33,1,unknown,,,12.000000,demote_review,unknown_demote_needs_human_review,market_repricing_score_gte_10;rm_buy_review_flag,"{""market_repricing_score_gte_10"": 10, ""risk_penalty_score_gte_10"": -10, ""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,10,,,,,0,,market_repricing_score_gte_10;rm_buy_review_flag
BV,2024Q1,45,1,unknown,,,12.000000,demote_review,unknown_demote_needs_human_review,rm_buy_review_flag,"{""rm_buy_review_flag"": 12}",akg_universe_tier;causal_change;durability;eligible_for_backtest;entry_open;entry_qoq_pct;entry_raw_score;entry_score_0_100;fundamental_rerating_score;hp0_high_price_broad;hp1_quality_pullback;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp3_large_quality_theme_exception;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_rule_version;hp_structure_score;is_future_date_anomaly;is_partial_live_quarter;llm_business_improvement_score;macro_entry_action;macro_mode;macro_position_size_multiplier;macro_rule_version;macro_spy;market_repricing_score;narrative_delta_bucket;negative_revision_risk;operating_leverage_quality;pipeline_run_id;post_llm_candidate_flag;post_llm_demote_flag;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_score;primary_theme;prior_entry_qoq_pct;quarter;repricing_momentum_extension;repricing_momentum_priority;revenue_bucket;risk_penalty_score;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;rm_buy_review_flag;rm_rule_version;score_addition;score_change;scoring_formula_version;secondary_themes;source_file_hash;theme_acceleration_rescan_flag;theme_acceleration_research_visibility;theme_acceleration_score;theme_confidence;theme_driver_type;theme_momentum;theme_role;theme_rule_version;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tier_rule_version;tier_structure_score;total_structure_score;tradable_date,0,,,,,0,,rm_buy_review_flag
